SUKUNIMI;YHTEENSÄ
Harmanen;167
Högman;167
Iskanius;167
Korkatti;167
Kutila;167
Laivo;167
Niinivaara;167
Ohra-aho;167
Oivanen;167
Solja;167
Taylor;167
Velin;167
Åkerfelt;167
Arvo;166
Byckling;166
Florin;166
Granat;166
Haaraniemi;166
Henttunen;166
Huvinen;166
Junni;166
Koskensalo;166
Kuusisaari;166
Melto;166
Nikitin;166
Nuojua;166
Pahkasalo;166
Paloviita;166
Pirttiniemi;166
Porkola;166
Rönnblad;166
Torvikoski;166
Uusi-Illikainen;166
Vekkeli;166
Welander;166
Ylikorpi;166
Översti;166
Granskog;165
Henell;165
Iljin;165
Joutjärvi;165
Koukka;165
Kuoppa;165
Loukasmäki;165
Nurmiranta;165
Pihala;165
Pilli;165
Pöyliö;165
Rupponen;165
Sivunen;165
Sjövall;165
Stolpe;165
Sulkanen;165
Öberg;165
Biström;164
Brännbacka;164
Halmesmäki;164
Kekola;164
Kontola;164
Lindevall;164
Loikas;164
Lähdeaho;164
Nykyri;164
Ollakka;164
Patrakka;164
Paussu;164
Pohjoisaho;164
Raijas;164
Rehnström;164
Rindell;164
Salmivaara;164
Suutala;164
Tamsi;164
Törnblom;164
Wathén;164
Ahvenlampi;163
Berggren;163
Fränti;163
Hämeenaho;163
Isotupa;163
Kelahaara;163
Kotimäki;163
Kulppi;163
Kyösti;163
Lamminsivu;163
Lastikka;163
Leppälahti;163
Li;163
Mandelin;163
Markkinen;163
Matalamäki;163
Meskus;163
Mussalo;163
Niemimäki;163
Pöytälaakso;163
Ravi;163
Ronimus;163
Ruismäki;163
Ståhle;163
Suovanen;163
Valkeejärvi;163
Fast;162
Fischer;162
Fransman;162
Hilander;162
Hovilainen;162
Jukkala;162
Kalli;162
Karisto;162
Kinos;162
Kurhela;162
Kurittu;162
Lundin;162
Lyttinen;162
Majoinen;162
Niklander;162
Ollikka;162
Pekurinen;162
Pisto;162
Portaankorva;162
Puukka;162
Pänkäläinen;162
Sanaksenaho;162
Svenlin;162
Uusivirta;162
Vihriälä;162
Ylihärsilä;162
Etula;161
Grönmark;161
Heiniluoma;161
Hiekkala;161
Hilpinen;161
Hohti;161
Huotilainen;161
Ilmola;161
Ilo;161
Jatkola;161
Jones;161
Korpisalo;161
Kääntä;161
Lapinkangas;161
Lehtiranta;161
Meyer;161
Miilumäki;161
Mäkipelto;161
Nord;161
Pietinen;161
Päivärinne;161
Rimpilä;161
Ruusu;161
Satola;161
Saurén;161
Seitsonen;161
Taimisto;161
Utter;161
Viiala;161
Aakula;160
Alakotila;160
Juntto;160
Jylhä-Ollila;160
Kaario;160
Karinkanta;160
Kesäniemi;160
Kiljander;160
Kovala;160
Laivamaa;160
Lanne;160
Munck;160
Norppa;160
Oiva;160
Pöykkö;160
Raja-aho;160
Riuttanen;160
Simelius;160
Skarp;160
Ukonaho;160
Ulvila;160
Viiru;160
Halvari;159
Hamberg;159
Hintsa;159
Hopiavuori;159
Jukkara;159
Kentala;159
Laitio;159
Lavi;159
Lee;159
Lopperi;159
Luomajoki;159
Mela;159
Nybom;159
Oras;159
Papinaho;159
Piskonen;159
Pohjavirta;159
Pylväinen;159
Riihonen;159
Rönnlund;159
Saramäki;159
Savimäki;159
Schröder;159
Sevon;159
Siikavirta;159
Soinio;159
Säämänen;159
Wikstedt;159
Virtamo;159
Ala-aho;158
Andersen;158
Appel;158
Hyle;158
Klockars;158
Kontto;158
Kyyrä;158
Lampimäki;158
Lapinoja;158
Lehtoniemi;158
Loman;158
Mansikkaviita;158
Nynäs;158
Orell;158
Petrelius;158
Pylsy;158
Pyötsiä;158
Ruti;158
Rönty;158
Snicker;158
Särkioja;158
Tornikoski;158
Trogen;158
Zitting;158
Alonen;157
Autero;157
Christensen;157
Haipus;157
Hedström;157
Hoffman;157
Kallo;157
Laitakari;157
Levä;157
Mansikka-aho;157
Mustanoja;157
Mölkänen;157
Piekkari;157
Samppala;157
Sara;157
Sarkola;157
Simi;157
Sinivaara;157
Sääski;157
Tajakka;157
Tenhonen;157
Toijonen;157
Tuikkala;157
Aitta;156
Bremer;156
Häyry;156
Hökkä;156
Kannosto;156
Karikoski;156
Kirjalainen;156
Loukiainen;156
Munnukka;156
Paloposki;156
Suoninen;156
Vidjeskog;156
Yritys;156
Fallström;155
Frantti;155
Grönblom;155
Hallenberg;155
Hatunen;155
Hölsö;155
Jarkko;155
Kahilainen;155
Kemilä;155
Kultti;155
Kylmäniemi;155
Käld;155
Lehtosalo;155
Liikka;155
Linjama;155
Marttunen;155
Nevanpää;155
Ollonqvist;155
Pylvänen;155
Qvarnström;155
Stålhammar;155
Vanhalakka;155
Alhola;154
Arppe;154
Barsk;154
Erkko;154
Fjäder;154
Franssila;154
Heiman;154
Holmgren;154
Hunnakko;154
Intonen;154
Joentakanen;154
Joutsi;154
Kangastie;154
Kärsämä;154
Lahnalampi;154
Lautanen;154
Loikala;154
Maljanen;154
Muittari;154
Nuolioja;154
Ojakoski;154
Palkeinen;154
Portti;154
Ruissalo;154
Santikko;154
Taimela;154
Tohmo;154
Tuimala;154
Vähäkainu;154
Ahlman;153
Ahomäki;153
Aikioniemi;153
Broström;153
Dahlin;153
Haaponiemi;153
Halén;153
Helppi;153
Helsing;153
Huurre;153
Hyrkkänen;153
Jonninen;153
Karlstedt;153
Kettinen;153
Klemettinen;153
Korpimäki;153
Kudjoi;153
Lehmussaari;153
Lukander;153
Mathlin;153
Perä;153
Prusti;153
Puikko;153
Pyhtilä;153
Räikkä;153
Semi;153
Seppinen;153
Silvander;153
Wang;153
Vasankari;153
Öström;153
Alkula;152
Biskop;152
Broberg;152
Hankala;152
Härkin;152
Hätälä;152
Jernström;152
Keituri;152
Koukkunen;152
Kurtén;152
Kynkäänniemi;152
Kyytsönen;152
Laanti;152
Lam;152
Lindgrén;152
Linko;152
Loukonen;152
Malén;152
Mört;152
Ojaranta;152
Piippola;152
Rajalahti;152
Rantatalo;152
Raski;152
Reinilä;152
Skippari;152
Store;152
Tekoniemi;152
Tikkamäki;152
Tuomiranta;152
Vahteristo;152
Valkila;152
Vieri;152
Viitikko;152
Wiksten;152
Astala;151
Axelsson;151
Hautalahti;151
Heittola;151
Hämynen;151
Ingberg;151
Jussinniemi;151
Kajanus;151
Kamila;151
Korvala;151
Kylmämaa;151
Lukkaroinen;151
Maikola;151
Majalahti;151
Nikupeteri;151
Nymark;151
Ottelin;151
Röyttä;151
Saartoala;151
Schneider;151
Selkäinaho;151
Soinila;151
Suojoki;151
Teerimäki;151
Viippola;151
Viitaharju;151
Vilokkinen;151
Ylinampa;151
Äyräs;151
Collan;150
Hirsikangas;150
Hourula;150
Kaaja;150
Kamppuri;150
Karasti;150
Kettu;150
Kumlin;150
Lantela;150
Nirkkonen;150
Nolvi;150
Pylkäs;150
Rauha;150
Riepponen;150
Rikkilä;150
Ruokokoski;150
Savenius;150
Silván;150
Sirainen;150
Smura;150
Tenho;150
Tujunen;150
Villberg;150
Virén;150
Vähäjylkkä;150
Arbelius;149
Berlin;149
Helanen;149
Hernberg;149
Huhtasalo;149
Kamppi;149
Kansikas;149
Klami;149
Kontulainen;149
Kostet;149
Kölhi;149
Lallo;149
Länkinen;149
Piili;149
Pitkä;149
Roslund;149
Saksala;149
Samuelsson;149
Sirniö;149
Smedberg;149
Sukuvaara;149
Sundgren;149
Vehkakoski;149
Wickman;149
Zilliacus;149
Aromäki;148
Högberg;148
Isosalo;148
Jumpponen;148
Kasper;148
Kilpiäinen;148
Kipinoinen;148
Larikka;148
Merikoski;148
Outila;148
Puittinen;148
Rautala;148
Reis;148
Roslöf;148
Saviaro;148
Sillanmäki;148
Utunen;148
Vesander;148
Visti;148
Vuohijoki;148
Västilä;148
Ylärakkola;148
Dahlbacka;147
Ehrukainen;147
Gädda;147
Huisman;147
Häsä;147
Jakku;147
Jauhojärvi;147
Karjaluoto;147
Lavikka;147
Lifländer;147
Luostari;147
Merisaari;147
Mäntyharju;147
Nabb;147
Nikku;147
Paatero;147
Pispa;147
Porri;147
Poukkula;147
Pärkkä;147
Rahkala;147
Rautajoki;147
Rauvola;147
Riiheläinen;147
Rosenlöf;147
Rumpunen;147
Sihto;147
Snygg;147
Tapanila;147
Torkki;147
Varpenius;147
Vehkamäki;147
Viitakangas;147
Ylänne;147
Elsilä;146
Heimola;146
Heinimäki;146
Hietarinta;146
Holmroos;146
Illi;146
Jokio;146
Kaijalainen;146
Keso;146
Kinnarinen;146
Kirsi;146
Kopakkala;146
Korpilahti;146
Kytöharju;146
Lehmusvuori;146
Liuksiala;146
Lähteenkorva;146
Mäkikangas;146
Nahkuri;146
Nikkarinen;146
Nurmilaukas;146
Paganus;146
Perko;146
Röyskö;146
Salmikivi;146
Schultz;146
Siuruainen;146
Tammisalo;146
Valentin;146
Vallittu;146
Varjoranta;146
Vinkki;146
Ylilammi;146
Abdullahi;145
Fant;145
Hasan;145
Hautsalo;145
Hjerpe;145
Homanen;145
Jehkonen;145
Kahri;145
Kellosaari;145
Klingberg;145
Kortesmäki;145
Käsnänen;145
Laalo;145
Mäkäläinen;145
Norrman;145
Nystén;145
Pönkkä;145
Rasanen;145
Saarenketo;145
Simons;145
Sydänmaanlakka;145
Taivalkoski;145
Torri;145
Ahlbom;144
Aittamäki;144
Bamberg;144
Franck;144
Huhtamella;144
Hupli;144
Isopoussu;144
Kalmi;144
Kivisalo;144
Lokkila;144
Niittylä;144
Oravasaari;144
Peuranen;144
Pönkä;144
Saranen;144
Siika-aho;144
Snäll;144
Tavasti;144
Vartiala;144
Vendelin;144
Vertainen;144
Backholm;143
Ehrström;143
Erkinheimo;143
Gröning;143
Heide;143
Hiekka;143
Hämeenkorpi;143
Into;143
Kalske;143
Kurula;143
Lanu;143
Linnanen;143
Lönngren;143
Niku;143
Niutanen;143
Nyrhilä;143
Orenius;143
Patosalmi;143
Peni;143
Ranttila;143
Repola;143
Rintamaa;143
Riuttala;143
Ruusila;143
Ruutu;143
Sallila;143
Sallmén;143
Sell;143
Töyry;143
Alakangas;142
Chen;142
Eliasson;142
Hangasmaa;142
Hanttu;142
Heinikainen;142
Holmén;142
Hotari;142
Husa;142
Junninen;142
Jänis;142
Kantojärvi;142
Karp;142
Keckman;142
Kilpijärvi;142
Kronlund;142
Kähtävä;142
Laapas;142
Lager;142
Luukas;142
Meriö;142
Mokko;142
Multamäki;142
Ohenoja;142
Orrenmaa;142
Pynttäri;142
Rapakko;142
Räntilä;142
Sorvo;142
Viuhko;142
Voipio;142
Vormisto;142
Björkgren;141
Ekdahl;141
Herlin;141
Juntura;141
Kastikainen;141
Keskikallio;141
Laatunen;141
Luhanko;141
Lydman;141
Pastinen;141
Patja;141
Perkola;141
Pohjala;141
Pohjanpalo;141
Ponkala;141
Prinkkilä;141
Sadeharju;141
Sammallahti;141
Sinervä;141
Tulppo;141
Walden;141
Vihtonen;141
Vuollo;141
Vuorensola;141
Frilund;140
Heikkuri;140
Hirvikallio;140
Kaari;140
Kauppala;140
Kauria;140
Keiski;140
Kollanus;140
Koskenoja;140
Kärpänen;140
Lassi;140
Latomäki;140
Leisti;140
Liljeblad;140
Multala;140
Pallonen;140
Pellas;140
Piekkola;140
Pirttisalo;140
Planting;140
Ristiniemi;140
Röpelinen;140
Salokorpi;140
Särkilahti;140
Thil;140
Tykkä;140
Uhlbäck;140
von Hertzen;140
Vulli;140
Adler;139
Gerkman;139
Gullsten;139
Hackman;139
Helisten;139
Isokorpi;139
Lääveri;139
Mastomäki;139
Muli;139
Mäkirinta;139
Priha;139
Puntanen;139
Rasmussen;139
Ryymin;139
Salmivuori;139
Sarjanen;139
Taivalantti;139
Uoti;139
Virsu;139
Ylämäki;139
Ääri;139
Alaspää;138
And;138
Anteroinen;138
Hansén;138
Huhdanpää;138
Humaloja;138
Korpua;138
Kotiniemi;138
Luhtaniemi;138
Lääti;138
Mikkelä;138
Moliis;138
Mäkimartti;138
Nurmenniemi;138
Ollitervo;138
Painilainen;138
Pessinen;138
Porrassalmi;138
Rehnberg;138
Reuna;138
Siikala;138
Sunell;138
Suvitie;138
Tawast;138
Toiva;138
Uunila;138
Väljä;138
Almgren;137
Anttinen;137
Auramo;137
Bussman;137
Hagnäs;137
Hakalahti;137
Heikola;137
Huhtilainen;137
Ihanainen;137
Kentta;137
Konga;137
Kontu;137
Laxström;137
Lönnroos;137
Mahamed;137
Mustapää;137
Nurmimäki;137
Pekuri;137
Perttola;137
Porko;137
Riepula;137
Santonen;137
Sissala;137
Suksi;137
Tanni;137
Tasanko;137
Tertsunen;137
Thors;137
Torvela;137
Törhönen;137
Törn;137
Vähäkoski;137
Ala-Nikkola;136
Arvio;136
Flygare;136
Haho;136
Hakoniemi;136
Ilmasti;136
Jetsu;136
Kaivosoja;136
Koskenmäki;136
Kristola;136
Kvarnström;136
Mouhu;136
Näkkäläjärvi;136
Pakola;136
Pikkuhookana;136
Puronaho;136
Rosenholm;136
Sivenius;136
Snåre;136
Sukari;136
Törmäkangas;136
Utti;136
Willström;136
Välisaari;136
Andsten;135
Antman;135
Feodoroff;135
Hakula;135
Heikkola;135
Häggqvist;135
Iinatti;135
Järvitalo;135
Kaijala;135
Kakriainen;135
Kanervisto;135
Karhumäki;135
Kavonius;135
Keisanen;135
Kiviahde;135
Koirikivi;135
Kotisaari;135
Kupias;135
Kurttio;135
Kynsijärvi;135
Leväniemi;135
Lukinmaa;135
Matala;135
Mustajoki;135
Mäkiö;135
Pietiäinen;135
Pura;135
Putaansuu;135
Pyymäki;135
Rimpioja;135
Rosten;135
Sario;135
Sotaniemi;135
Stjerna;135
Taari;135
Vanonen;135
Viro;135
Ylösmäki;135
Äärelä;135
Akkila;134
Antfolk;134
Eskelin;134
Honkakoski;134
Judén;134
Kaappola;134
Kahra;134
Kinisjärvi;134
Konsti;134
Koskivaara;134
Lakkapää;134
Mieskonen;134
Nokela;134
Norja;134
Nuppola;134
Okko;134
Pakonen;134
Passila;134
Redsven;134
Rötkö;134
Saviluoto;134
Siivikko;134
Siven;134
Sundbäck;134
Tapaninaho;134
Teitto;134
Tusa;134
Väärä;134
Äikää;134
Airo;133
Autioniemi;133
Heinisuo;133
Huhtaniska;133
Huunonen;133
Huynh;133
Höylä;133
Jussilainen;133
Kananoja;133
Keskisarja;133
Kiimalainen;133
King;133
Kropsu;133
Lagerroos;133
Luhta;133
Mara;133
Metsäpelto;133
Mustamäki;133
Mäkimattila;133
Nalli;133
Otranen;133
Putus;133
Qvintus;133
Rajasalo;133
Riekkola;133
Roiko;133
Rokala;133
Sampo;133
Silenius;133
Storgård;133
Tast;133
Teivainen;133
Tiljander;133
Tuurala;133
Viksten;133
Zitron;133
Ankkuri;132
Antinaho;132
Byskata;132
Federley;132
Herukka;132
Holck;132
Jauhola;132
Korpisaari;132
Kostiander;132
Kärenlampi;132
Larinen;132
Lipsonen;132
Lundmark;132
Lääkkö;132
Mastokangas;132
Norrbacka;132
Olofsson;132
Onkalo;132
Penna;132
Ramberg;132
Reittu;132
Riihimaa;132
Räbinä;132
Sakari;132
Sandås;132
Suontama;132
Torni;132
Uschanov;132
Valikainen;132
Vatka;132
Äyräväinen;132
Ala;131
Ansio;131
Bengtsson;131
Björkström;131
Böckerman;131
Dahlblom;131
Harmoinen;131
Hellqvist;131
Herronen;131
Hertell;131
Hietaoja;131
Idström;131
Kapulainen;131
Kaunonen;131
Keskisaari;131
Korkeaniemi;131
Kossi;131
Kotomäki;131
Krasniqi;131
Lapveteläinen;131
Laulaja;131
Leinikka;131
Lohva;131
Mattola;131
Murtovaara;131
Nirkko;131
Norri;131
Nättinen;131
Poropudas;131
Puhto;131
Pyhältö;131
Ravattinen;131
Rintaluoma;131
Savelius;131
Taskula;131
Teronen;131
Ulander;131
Urhonen;131
Valto;131
Vatjus;131
Viander;131
Vuorivirta;131
Ajo;130
Antinoja;130
Asiala;130
Bergius;130
Brunila;130
Hagberg;130
Harlin;130
Hasunen;130
Hussi;130
Ivars;130
Kaitainen;130
Kenttämaa;130
Kniivilä;130
Kursu;130
Laapio;130
Liu;130
Meinander;130
Muotio;130
Nyfelt;130
Orjala;130
Pajulahti;130
Pukarinen;130
Rapatti;130
Rintaniemi;130
Ruth;130
Saksman;130
Torsti;130
Uutinen;130
Vainiola;130
Wallgren;130
Vapola;130
Westberg;130
Vuorenoja;130
Välkkilä;130
Adolfsson;129
Ala-Heikkilä;129
Avelin;129
Bodbacka;129
Enbuska;129
Estola;129
Haarahiltunen;129
Ihander;129
Järnefelt;129
Kallatsa;129
Kevin;129
Koliseva;129
Kortesluoma;129
Kriikkula;129
Ljungqvist;129
Luojus;129
Myllyharju;129
Mökkönen;129
Patala;129
Pöykiö;129
Sahla;129
Sarvela;129
Sippo;129
Svartström;129
Tuoma;129
Vakkari;129
Weber;129
Wirkkala;129
Aikkila;128
Friis;128
Koramo;128
Latvaniemi;128
Lähteenmaa;128
Länsimäki;128
Matkaselkä;128
Modig;128
Multisilta;128
Norrgrann;128
Ojanaho;128
Pyylampi;128
Ramsay;128
Rieppo;128
Roppola;128
Rytilä;128
Sievers;128
Siipo;128
Silen;128
Simonaho;128
Sällström;128
Vavuli;128
Vu;128
Ahlgrén;127
Allen;127
Dillström;127
Ekonen;127
Eskeli;127
Fisk;127
Haili;127
Hentula;127
Herala;127
Huhtasaari;127
Isokallio;127
Joenpolvi;127
Kamppila;127
Katiska;127
Kaukanen;127
Kemell;127
Kirkkomäki;127
Krigsholm;127
Krooks;127
Kuhlberg;127
Källman;127
Linjamäki;127
Lintumäki;127
Littunen;127
Lönnström;127
Munkki;127
Nemlander;127
Nordblom;127
Prusila;127
Purtilo;127
Ranta-Nilkku;127
Remsu;127
Sahala;127
Salonius;127
Siukonen;127
Skaffari;127
Sotkasiira;127
Strandvall;127
Tervakoski;127
Tiitola;127
Tolkkinen;127
Tumelius;127
Viren;127
Aavikko;126
Ahokangas;126
Blomgren;126
Finska;126
Hietapakka;126
Jyrälä;126
Kalliala;126
Kangosjärvi;126
Keskinarkaus;126
Koivurova;126
Korpivaara;126
Kovaniemi;126
Kumpunen;126
Kuoppamaa;126
Kärjä;126
Lamponen;126
Liuha;126
Matveinen;126
Meklin;126
Mitts;126
Moring;126
Mustikkamaa;126
Mäntykenttä;126
Nokka;126
Pahlman;126
Palojoki;126
Pyöriä;126
Pöllä;126
Ravaska;126
Said;126
Seilo;126
Simberg;126
Supperi;126
Thomasson;126
Tuulensuu;126
Törrö;126
Töykkälä;126
Waltari;126
Vedenoja;126
Viiperi;126
Ahl;125
Ahlsved;125
Elomäki;125
Enström;125
Harmainen;125
Junell;125
Kassinen;125
Klemelä;125
Koskivuori;125
Ljungberg;125
Matinlauri;125
Mohammadi;125
Nur;125
Pajuluoma;125
Paloneva;125
Paul;125
Pälli;125
Sahanen;125
Siekkeli;125
Taanila;125
Tammivuori;125
Tavast;125
Tick;125
Vihersalo;125
Vilska;125
Ahoranta;124
Alarotu;124
Bruce;124
Hagelin;124
Harjuniemi;124
Inget;124
Isoherranen;124
Kaarlejärvi;124
Kastarinen;124
Keltto;124
Korpiaho;124
Linnavuori;124
Luomaranta;124
Mainio;124
Manu;124
Mettänen;124
Mikkolainen;124
Mäntyranta;124
Oravala;124
Palttala;124
Paulus;124
Perämaa;124
Poikkeus;124
Pouta;124
Pyhäluoto;124
Rasinmäki;124
Raukko;124
Räisä;124
Saarainen;124
Sadinmaa;124
Sagulin;124
Salmenoja;124
Seurujärvi;124
Svanbäck;124
Telenius;124
Thylin;124
Tiermas;124
Tikanoja;124
Tilander;124
Tillman;124
Tolppa;124
Wass;124
Vehkalampi;124
Virranniemi;124
von Schantz;124
Värtinen;124
Ärling;124
Aarikka;123
Aittokoski;123
Dammert;123
Eerikkilä;123
Forsgren;123
Haldin;123
Hedlund;123
Hermans;123
Högbacka;123
Innala;123
Karihtala;123
Keppo;123
Korsman;123
Korvenoja;123
Kottonen;123
Lammila;123
Leväinen;123
Luomi;123
Märsylä;123
Ossi;123
Pallas;123
Petman;123
Porvali;123
Pääjärvi;123
Tenkula;123
Turpela;123
Tuulaniemi;123
Vapalahti;123
Veikkanen;123
Vihersaari;123
Virkamäki;123
Visa;123
Vuojolainen;123
Vuolukka;123
Ylioja;123
Alasaarela;122
Blåfield;122
Einiö;122
Europaeus;122
Faltin;122
Hamara;122
Hoisko;122
Humppi;122
Inha;122
Junna;122
Kahlos;122
Kainlauri;122
Kalaoja;122
Keltamäki;122
Koivusilta;122
Kulpakko;122
Kuva;122
Lostedt;122
Lovén;122
Nurmesniemi;122
Peränen;122
Pikkuaho;122
Puusa;122
Raikunen;122
Rauhaniemi;122
Räisälä;122
Saarilahti;122
Sandgren;122
Savikurki;122
Siili;122
Silfvast;122
Sirenius;122
Skogström;122
Sonntag;122
Stengård;122
Styrman;122
Svens;122
Säynäjoki;122
Söderqvist;122
Tallbacka;122
Tähkä;122
Vahter;122
Vanhapiha;122
Veteli;122
Vihanta;122
Wistbacka;122
Vuohtoniemi;122
Ylikojola;122
Ylisaari;122
Brax;121
Eskman;121
Fomin;121
Fyrqvist;121
Honkaranta;121
Irjala;121
Joro;121
Jylli;121
Karilahti;121
Kivipuro;121
Koota;121
Kumlander;121
Latomaa;121
Nortunen;121
Peurasaari;121
Pirttikangas;121
Putkuri;121
Rimpinen;121
Rydman;121
Salimäki;121
Saraniemi;121
Solla;121
Strömmer;121
Suuriniemi;121
Svarvar;121
Tatti;121
Tuuva;121
Viherä;121
Vilonen;121
Ylén;121
Yli-Suvanto;121
af Hällström;120
Aittoniemi;120
Allinen;120
Eskonen;120
Granbacka;120
Green;120
Haahti;120
Halkosaari;120
Hatara;120
Himmanen;120
Inki;120
Jounila;120
Joutsenlahti;120
Junnonaho;120
Juupaluoma;120
Karkkola;120
Koivuaho;120
Kotiaho;120
Kursula;120
Lagerstedt;120
Lahdensivu;120
Lemetyinen;120
Lilleberg;120
Martelius;120
Onatsu;120
Paulasaari;120
Peuhkurinen;120
Pistemaa;120
Postila;120
Puura;120
Pyykölä;120
Rahnasto;120
Rehu;120
Reima;120
Roschier;120
Ruikka;120
Ruohomaa;120
Sievinen;120
Sulkala;120
Sääksjärvi;120
Tervahartiala;120
Tienari;120
Tolppi;120
Urho;120
Vinkka;120
Vittaniemi;120
Vääränen;120
Öling;120
Aalto-Setälä;119
Alfthan;119
Alinen;119
Andersén;119
Blomfelt;119
Brännkärr;119
Cederlöf;119
Dahir;119
Elfvengren;119
Hokkinen;119
Huru;119
Kaitajärvi;119
Kalin;119
Kangasperko;119
Kiesilä;119
Korjula;119
Kourunen;119
Kuuskoski;119
Kynsilehto;119
Kämäri;119
Lastunen;119
Leiponen;119
Leppihalme;119
Mölläri;119
Nääppä;119
Ojutkangas;119
Otava;119
Peräaho;119
Porali;119
Pyörre;119
Rauvala;119
Reunamo;119
Rissa;119
Saares;119
Saarikettu;119
Sauna-aho;119
Siuko;119
Toriseva;119
Toro;119
Toukonen;119
Turula;119
Vasalampi;119
Vilo;119
Visala;119
von Bonsdorff;119
Ylipahkala;119
Bräysy;118
Finér;118
Hannunen;118
Holmstedt;118
Hurmalainen;118
Hölli;118
Kajula;118
Karisalmi;118
Karlberg;118
Kujansivu;118
Kärmeniemi;118
Laurikkala;118
Leikkainen;118
Leiniö;118
Luukkala;118
Lyhykäinen;118
Lähteenoja;118
Läntinen;118
Löyttyniemi;118
Merikukka;118
Nevanlinna;118
Osara;118
Patteri;118
Piittisjärvi;118
Poussa;118
Prusi;118
Rahman;118
Ruhala;118
Skogman;118
Smedman;118
Sokero;118
Sundfors;118
Tupamäki;118
Vartiamäki;118
Vesterholm;118
Vigren;118
Viisanen;118
Ylitolonen;118
Abdullah;117
Aittokallio;117
Asukas;117
Flander;117
Flöjt;117
Gyldén;117
Herrgård;117
Hillberg;117
Hilonen;117
Ingström;117
Kadenius;117
Koukonen;117
Kukkanen;117
Lehmusvirta;117
Lippo;117
Lunki;117
Löfqvist;117
Mahamud;117
Mahlakaarto;117
Martelin;117
Naamanka;117
Norring;117
Ollinen;117
Paldan;117
Palén;117
Rautavaara;117
Ritanen;117
Selkee;117
Toura;117
Vahlroos;117
Välisalo;117
Aarni;116
Aspfors;116
Gren;116
Harila;116
Hella;116
Horn;116
Hoskonen;116
Juka;116
Kaltio;116
Kantomaa;116
Katavisto;116
Krankkala;116
Kukkala;116
Kulin;116
Kämpe;116
Käpyaho;116
Laaksoharju;116
Lassander;116
Lintinen;116
Louhivaara;116
Lämpsä;116
Mantela;116
Martinkauppi;116
Mutta;116
Nokkanen;116
Näreaho;116
Pantsu;116
Paunu;116
Piela;116
Puolimatka;116
Päärni;116
Schönberg;116
Simontaival;116
Suojala;116
Suojärvi;116
Takaluoma;116
Tasa;116
Tigerstedt;116
Tikanmäki;116
Tyrkkö;116
Wagner;116
Vallinen;116
Venemies;116
Wolff;116
Adamsson;115
Alppi;115
Fagerudd;115
Helppolainen;115
Hilliaho;115
Horto;115
Itälä;115
Jansén;115
Juoperi;115
Juottonen;115
Kangaskolkka;115
Kariluoto;115
Korander;115
Kreus;115
Kuorilehto;115
Kyntäjä;115
Lindbom;115
Lindelöf;115
Lintulahti;115
Löytönen;115
Muhola;115
Pessala;115
Puha;115
Pulska;115
Rajalampi;115
Reko;115
Ropo;115
Rännäli;115
Saarikangas;115
Savelainen;115
Seppelin;115
Suomäki;115
Sutelainen;115
Tapojärvi;115
Tiili;115
Tillander;115
Tuhkala;115
Wilhelmsson;115
Värtö;115
Ylipelkonen;115
Alaruikka;114
Bertell;114
Bui;114
Fyhr;114
Hammarén;114
Hattukangas;114
Heini;114
Hellbom;114
Honkamaa;114
Järvistö;114
Kaakkurivaara;114
Kinni;114
Kivari;114
Kontoniemi;114
Kortet;114
Kuosku;114
Kytömaa;114
Källi;114
Landen;114
Lassus;114
Leppiaho;114
Liljander;114
Lindborg;114
Lindkvist;114
Linnainmaa;114
Malja;114
Muje;114
Mäntykangas;114
Niemimaa;114
Ollas;114
Porttila;114
Ruuhonen;114
Saxberg;114
Seuranen;114
Siniluoto;114
Sonck;114
Takarautio;114
Talasmäki;114
Tervanen;114
Westermark;114
Annila;113
Bergdahl;113
Breilin;113
Degerth;113
Filpus;113
Fredman;113
Havo;113
Huhdanmäki;113
Janger;113
Lintilä;113
Lundsten;113
Lyyski;113
Mali;113
Mild;113
Mäkimaa;113
Niittymaa;113
Okker;113
Osmala;113
Palo-oja;113
Penttala;113
Rikberg;113
Storbjörk;113
Taberman;113
Tsutsunen;113
Ahto;112
Alikoski;112
Asunta;112
Avonius;112
Bovellan;112
Fred;112
Gran;112
Hallman;112
Hankkila;112
Hautajoki;112
Huiskonen;112
Hurula;112
Karppelin;112
Korkalo;112
Kukonlehto;112
Kusmin;112
Kälkäinen;112
Laatu;112
Laitonen;112
Laukas;112
Lehmuskallio;112
Lähtevänoja;112
Matintalo;112
Matomäki;112
Mässeli;112
Nevasaari;112
Nordenswan;112
Oivo;112
Ojamaa;112
Opas;112
Pasila;112
Petäjämäki;112
Pietola;112
Putila;112
Pörhölä;112
Raikamo;112
Rokkonen;112
Rova;112
Salonoja;112
Suolahti;112
Teini;112
Thusberg;112
Töyräs;112
Vaismaa;112
Wesslin;112
Aatola;111
Ahlblad;111
Anttilainen;111
Arajärvi;111
Autto;111
Carpelan;111
Eteläniemi;111
Fihlman;111
Frank;111
Gräsbeck;111
Gylling;111
Harsunen;111
Hattula;111
Helttula;111
Hoang;111
Holtari;111
Hulmi;111
Kajanne;111
Karioja;111
Kilpimaa;111
Kopperoinen;111
Käyrä;111
Lietzén;111
Lindbäck;111
Långstedt;111
Matsi;111
Mitikka;111
Mohammed;111
Muurikainen;111
Niemiaho;111
Orbinski;111
Patanen;111
Pirttijoki;111
Polo;111
Pukari;111
Pääaho;111
Rinnetmäki;111
